date,wheat_ton_per_hectare,csi,effective_yield
1951-07-14,0.6,0.0048551073100392,0.00291306438602352
1951-07-19,0.6,0.0035706571710266,0.00214239430261596
1951-07-24,0.6,0.0026251202566601,0.00157507215399606
1951-07-29,0.6,0.001929483793753,0.0011576902762518
1951-08-03,0.6,0.0014179235208198,0.00085075411249188
1951-08-08,0.6,0.001041850646451,0.0006251103878705999
1951-08-13,0.6,0.0007654463320221,0.00045926779921325994
1951-08-18,0.6,0.000562331158178,0.0003373986949068
1951-08-23,0.6,0.0004130913726678,0.00024785482360068
1951-08-28,0.6,0.0003034470300288,0.00018206821801728
1951-09-02,0.6,0.0001999999999999,0.00011999999999993999
1951-09-07,0.6,0.0001999999999999,0.00011999999999993999
1951-09-12,0.6,0.0001999999999999,0.00011999999999993999
1951-09-17,0.6,0.0001999999999999,0.00011999999999993999
1951-09-22,0.6,0.0001999999999999,0.00011999999999993999
1951-09-27,0.6,0.0001999999999999,0.00011999999999993999
1951-10-02,0.6,0.0001999999999999,0.00011999999999993999
1951-10-07,0.6,0.0001999999999999,0.00011999999999993999
1951-10-12,0.6,0.0001999999999999,0.00011999999999993999
1951-10-17,0.6,0.0001999999999999,0.00011999999999993999
1951-10-22,0.6,0.0001999999999999,0.00011999999999993999
1951-10-27,0.6,0.0001999999999999,0.00011999999999993999
1951-11-01,0.6,0.0001999999999999,0.00011999999999993999
1951-11-06,0.6,0.0001999999999999,0.00011999999999993999
1951-11-11,0.6,0.0001999999999999,0.00011999999999993999
1951-11-16,0.6,0.0001999999999999,0.00011999999999993999
1951-11-21,0.6,0.0001999999999999,0.00011999999999993999
1951-11-26,0.6,0.0001999999999999,0.00011999999999993999
1951-12-01,0.6,0.0001999999999999,0.00011999999999993999
1951-12-06,0.6,0.0001999999999999,0.00011999999999993999
1951-12-11,0.6,0.0001999999999999,0.00011999999999993999
1951-12-16,0.6,0.0001999999999999,0.00011999999999993999
1951-12-21,0.6,0.0001999999999999,0.00011999999999993999
1951-12-26,0.6,0.0001999999999999,0.00011999999999993999
1951-12-31,0.6,0.0001999999999999,0.00011999999999993999
1952-01-05,0.6,0.0001999999999999,0.00011999999999993999
1952-01-10,0.6,0.0001999999999999,0.00011999999999993999
1952-01-15,0.6,0.0001999999999999,0.00011999999999993999
1952-01-20,0.6,0.0001999999999999,0.00011999999999993999
1952-01-25,0.6,0.0001999999999999,0.00011999999999993999
1952-01-30,0.6,0.0001999999999999,0.00011999999999993999
1952-02-04,0.6,0.0001999999999999,0.00011999999999993999
1952-02-09,0.6,0.0001999999999999,0.00011999999999993999
1952-02-14,0.6,0.0001999999999999,0.00011999999999993999
1952-02-19,0.48,0.0001999999999999,9.599999999995199e-05
1952-02-24,0.48,0.0001999999999999,9.599999999995199e-05
1952-03-01,0.48,0.0,0.0
1952-03-06,0.48,0.9370266439430036,0.44977278909264173
1952-03-11,0.48,0.9161713496490084,0.439762247831524
1952-03-16,0.48,0.889225784392806,0.4268283765085468
1952-03-21,0.48,0.8549898322377053,0.4103951194740985
1952-03-26,0.48,0.8124051044248047,0.3899544501239063
1952-03-31,0.48,0.7608131695210789,0.36519032137011787
1952-04-05,0.48,0.7002673811769148,0.33612834296491906
1952-04-10,0.48,0.6318124177361018,0.30326996051332883
1952-04-15,0.48,0.5576002866917077,0.26764813761201967
1952-04-20,0.48,0.4807238441660136,0.2307474451996865
1952-04-25,0.48,0.4047494234836476,0.19427972327215084
1952-04-30,0.48,0.3330803738665238,0.1598785794559314
1952-05-05,0.48,0.2683800439742322,0.12882242110763145
1952-05-10,0.48,0.2122478906161481,0.10187898749575108
1952-05-15,0.48,0.1652048701906148,0.07929833769149511
1952-05-20,0.48,0.1269087856962345,0.06091621713419256
1952-05-25,0.48,0.0964642802500554,0.046302854520026596
1952-05-30,0.48,0.0727149315837817,0.034903167160215215
1952-06-04,0.48,0.0544602055303815,0.02614089865458312
1952-06-09,0.48,0.0405876494398609,0.01948207173113323
1952-06-14,0.48,0.0301361991491851,0.014465375591608848
1952-06-19,0.48,0.0223134386990323,0.010710450575535503
1952-06-24,0.48,0.0164867930257066,0.007913660652339168
1952-06-29,0.48,0.0121627151334091,0.005838103264036368
1952-07-04,0.48,0.0089624012533215,0.00430195260159432
1952-07-09,0.48,0.0065985448877129,0.003167301546102192
1952-07-14,0.48,0.0048551073100392,0.002330451508818816
1952-07-19,0.48,0.0035706571710266,0.0017139154420927679
1952-07-24,0.48,0.0026251202566601,0.001260057723196848
1952-07-29,0.48,0.001929483793753,0.00092615222100144
1952-08-03,0.48,0.0014179235208198,0.0006806032899935039
1952-08-08,0.48,0.001041850646451,0.0005000883102964799
1952-08-13,0.48,0.0007654463320221,0.00036741423937060796
1952-08-18,0.48,0.000562331158178,0.00026991895592544
1952-08-23,0.48,0.0004130913726678,0.00019828385888054397
1952-08-28,0.48,0.0003034470300288,0.000145654574413824
1952-09-02,0.48,0.0001999999999999,9.599999999995199e-05
1952-09-07,0.48,0.0001999999999999,9.599999999995199e-05
1952-09-12,0.48,0.0001999999999999,9.599999999995199e-05
1952-09-17,0.48,0.0001999999999999,9.599999999995199e-05
1952-09-22,0.48,0.0001999999999999,9.599999999995199e-05
1952-09-27,0.48,0.0001999999999999,9.599999999995199e-05
1952-10-02,0.48,0.0001999999999999,9.599999999995199e-05
1952-10-07,0.48,0.0001999999999999,9.599999999995199e-05
1952-10-12,0.48,0.0001999999999999,9.599999999995199e-05
1952-10-17,0.48,0.0001999999999999,9.599999999995199e-05
1952-10-22,0.48,0.0001999999999999,9.599999999995199e-05
1952-10-27,0.48,0.0001999999999999,9.599999999995199e-05
1952-11-01,0.48,0.0001999999999999,9.599999999995199e-05
1952-11-06,0.48,0.0001999999999999,9.599999999995199e-05
1952-11-11,0.48,0.0001999999999999,9.599999999995199e-05
1952-11-16,0.48,0.0001999999999999,9.599999999995199e-05
1952-11-21,0.48,0.0001999999999999,9.599999999995199e-05
1952-11-26,0.48,0.0001999999999999,9.599999999995199e-05
1952-12-01,0.48,0.0001999999999999,9.599999999995199e-05
1952-12-06,0.48,0.0001999999999999,9.599999999995199e-05
1952-12-11,0.48,0.0001999999999999,9.599999999995199e-05
1952-12-16,0.48,0.0001999999999999,9.599999999995199e-05
1952-12-21,0.48,0.0001999999999999,9.599999999995199e-05
1952-12-26,0.48,0.0001999999999999,9.599999999995199e-05
1952-12-31,0.48,0.0001999999999999,9.599999999995199e-05
1953-01-05,0.48,0.0001999999999999,9.599999999995199e-05
1953-01-10,0.48,0.0001999999999999,9.599999999995199e-05
1953-01-15,0.48,0.0001999999999999,9.599999999995199e-05
1953-01-20,0.48,0.0001999999999999,9.599999999995199e-05
1953-01-25,0.48,0.0001999999999999,9.599999999995199e-05
1953-01-30,0.48,0.0001999999999999,9.599999999995199e-05
1953-02-04,0.48,0.0001999999999999,9.599999999995199e-05
1953-02-09,0.48,0.0001999999999999,9.599999999995199e-05
1953-02-14,0.57,0.0001999999999999,0.00011399999999994299
1953-02-19,0.57,0.0001999999999999,0.00011399999999994299
1953-02-24,0.57,0.0001999999999999,0.00011399999999994299
1953-03-01,0.57,0.0,0.0
1953-03-06,0.57,0.9370266439430036,0.534105187047512
1953-03-11,0.57,0.9161713496490084,0.5222176692999347
1953-03-16,0.57,0.889225784392806,0.5068586971038994
1953-03-21,0.57,0.8549898322377053,0.487344204375492
1953-03-26,0.57,0.8124051044248047,0.46307090952213864
1953-03-31,0.57,0.7608131695210789,0.4336635066270149
1953-04-05,0.57,0.7002673811769148,0.3991524072708414
1953-04-10,0.57,0.6318124177361018,0.36013307810957795
1953-04-15,0.57,0.5576002866917077,0.31783216341427334
1953-04-20,0.57,0.4807238441660136,0.27401259117462773
1953-04-25,0.57,0.4047494234836476,0.23070717138567912
1953-04-30,0.57,0.3330803738665238,0.18985581310391855
1953-05-05,0.57,0.2683800439742322,0.15297662506531234
1953-05-10,0.57,0.2122478906161481,0.12098129765120441
1953-05-15,0.57,0.1652048701906148,0.09416677600865044
1953-05-20,0.57,0.1269087856962345,0.07233800784685367
1953-05-25,0.57,0.0964642802500554,0.05498463974253158
1953-05-30,0.57,0.0727149315837817,0.041447511002755566
1953-06-04,0.57,0.0544602055303815,0.031042317152317454
1953-06-09,0.57,0.0405876494398609,0.023134960180720712
1953-06-14,0.57,0.0301361991491851,0.017177633515035505
1953-06-19,0.57,0.0223134386990323,0.012718660058448409
1953-06-24,0.57,0.0164867930257066,0.009397472024652761
1953-06-29,0.57,0.0121627151334091,0.006932747626043186
1953-07-04,0.57,0.0089624012533215,0.005108568714393254
1953-07-09,0.57,0.0065985448877129,0.003761170585996353
1953-07-14,0.57,0.0048551073100392,0.002767411166722344
1953-07-19,0.57,0.0035706571710266,0.0020352745874851618
1953-07-24,0.57,0.0026251202566601,0.0014963185462962569
1953-07-29,0.57,0.001929483793753,0.00109980576243921
1953-08-03,0.57,0.0014179235208198,0.0008082164068672859
1953-08-08,0.57,0.001041850646451,0.0005938548684770699
1953-08-13,0.57,0.0007654463320221,0.0004363044092525969
1953-08-18,0.57,0.000562331158178,0.00032052876016146
1953-08-23,0.57,0.0004130913726678,0.00023546208242064597
1953-08-28,0.57,0.0003034470300288,0.000172964807116416
1953-09-02,0.57,0.0001999999999999,0.00011399999999994299
1953-09-07,0.57,0.0001999999999999,0.00011399999999994299
1953-09-12,0.57,0.0001999999999999,0.00011399999999994299
1953-09-17,0.57,0.0001999999999999,0.00011399999999994299
1953-09-22,0.57,0.0001999999999999,0.00011399999999994299
1953-09-27,0.57,0.0001999999999999,0.00011399999999994299
1953-10-02,0.57,0.0001999999999999,0.00011399999999994299
1953-10-07,0.57,0.0001999999999999,0.00011399999999994299
1953-10-12,0.57,0.0001999999999999,0.00011399999999994299
1953-10-17,0.57,0.0001999999999999,0.00011399999999994299
1953-10-22,0.57,0.0001999999999999,0.00011399999999994299
1953-10-27,0.57,0.0001999999999999,0.00011399999999994299
1953-11-01,0.57,0.0001999999999999,0.00011399999999994299
1953-11-06,0.57,0.0001999999999999,0.00011399999999994299
1953-11-11,0.57,0.0001999999999999,0.00011399999999994299
1953-11-16,0.57,0.0001999999999999,0.00011399999999994299
1953-11-21,0.57,0.0001999999999999,0.00011399999999994299
1953-11-26,0.57,0.0001999999999999,0.00011399999999994299
1953-12-01,0.57,0.0001999999999999,0.00011399999999994299
1953-12-06,0.57,0.0001999999999999,0.00011399999999994299
1953-12-11,0.57,0.0001999999999999,0.00011399999999994299
1953-12-16,0.57,0.0001999999999999,0.00011399999999994299
1953-12-21,0.57,0.0001999999999999,0.00011399999999994299
1953-12-26,0.57,0.0001999999999999,0.00011399999999994299
1953-12-31,0.57,0.0001999999999999,0.00011399999999994299
1954-01-05,0.57,0.0001999999999999,0.00011399999999994299
1954-01-10,0.57,0.0001999999999999,0.00011399999999994299
1954-01-15,0.57,0.0001999999999999,0.00011399999999994299
1954-01-20,0.57,0.0001999999999999,0.00011399999999994299
1954-01-25,0.57,0.0001999999999999,0.00011399999999994299
1954-01-30,0.57,0.0001999999999999,0.00011399999999994299
1954-02-04,0.57,0.0001999999999999,0.00011399999999994299
1954-02-09,0.53,0.0001999999999999,0.000105999999999947
1954-02-14,0.53,0.0001999999999999,0.000105999999999947
1954-02-19,0.53,0.0001999999999999,0.000105999999999947
1954-02-24,0.53,0.0001999999999999,0.000105999999999947
1954-03-01,0.53,0.0,0.0
1954-03-06,0.53,0.9370266439430036,0.49662412128979194
1954-03-11,0.53,0.9161713496490084,0.48557081531397445
1954-03-16,0.53,0.889225784392806,0.4712896657281872
1954-03-21,0.53,0.8549898322377053,0.45314461108598386
1954-03-26,0.53,0.8124051044248047,0.4305747053451465
1954-03-31,0.53,0.7608131695210789,0.40323097984617184
1954-04-05,0.53,0.7002673811769148,0.37114171202376484
1954-04-10,0.53,0.6318124177361018,0.33486058140013397
1954-04-15,0.53,0.5576002866917077,0.2955281519466051
1954-04-20,0.53,0.4807238441660136,0.2547836374079872
1954-04-25,0.53,0.4047494234836476,0.21451719444633324
1954-04-30,0.53,0.3330803738665238,0.17653259814925762
1954-05-05,0.53,0.2683800439742322,0.14224142330634307
1954-05-10,0.53,0.2122478906161481,0.11249138202655849
1954-05-15,0.53,0.1652048701906148,0.08755858120102585
1954-05-20,0.53,0.1269087856962345,0.06726165641900429
1954-05-25,0.53,0.0964642802500554,0.051126068532529365
1954-05-30,0.53,0.0727149315837817,0.0385389137394043
1954-06-04,0.53,0.0544602055303815,0.028863908931102196
1954-06-09,0.53,0.0405876494398609,0.02151145420312628
1954-06-14,0.53,0.0301361991491851,0.015972185549068103
1954-06-19,0.53,0.0223134386990323,0.01182612251048712
1954-06-24,0.53,0.0164867930257066,0.008738000303624498
1954-06-29,0.53,0.0121627151334091,0.006446239020706824
1954-07-04,0.53,0.0089624012533215,0.004750072664260395
1954-07-09,0.53,0.0065985448877129,0.0034972287904878373
1954-07-14,0.53,0.0048551073100392,0.002573206874320776
1954-07-19,0.53,0.0035706571710266,0.001892448300644098
1954-07-24,0.53,0.0026251202566601,0.001391313736029853
1954-07-29,0.53,0.001929483793753,0.0010226264106890902
1954-08-03,0.53,0.0014179235208198,0.0007514994660344941
1954-08-08,0.53,0.001041850646451,0.00055218084261903
1954-08-13,0.53,0.0007654463320221,0.000405686555971713
1954-08-18,0.53,0.000562331158178,0.00029803551383434003
1954-08-23,0.53,0.0004130913726678,0.00021893842751393399
1954-08-28,0.53,0.0003034470300288,0.000160826925915264
1954-09-02,0.53,0.0001999999999999,0.000105999999999947
1954-09-07,0.53,0.0001999999999999,0.000105999999999947
1954-09-12,0.53,0.0001999999999999,0.000105999999999947
1954-09-17,0.53,0.0001999999999999,0.000105999999999947
1954-09-22,0.53,0.0001999999999999,0.000105999999999947
1954-09-27,0.53,0.0001999999999999,0.000105999999999947
1954-10-02,0.53,0.0001999999999999,0.000105999999999947
1954-10-07,0.53,0.0001999999999999,0.000105999999999947
1954-10-12,0.53,0.0001999999999999,0.000105999999999947
1954-10-17,0.53,0.0001999999999999,0.000105999999999947
1954-10-22,0.53,0.0001999999999999,0.000105999999999947
1954-10-27,0.53,0.0001999999999999,0.000105999999999947
1954-11-01,0.53,0.0001999999999999,0.000105999999999947
1954-11-06,0.53,0.0001999999999999,0.000105999999999947
1954-11-11,0.53,0.0001999999999999,0.000105999999999947
1954-11-16,0.53,0.0001999999999999,0.000105999999999947
1954-11-21,0.53,0.0001999999999999,0.000105999999999947
1954-11-26,0.53,0.0001999999999999,0.000105999999999947
1954-12-01,0.53,0.0001999999999999,0.000105999999999947
1954-12-06,0.53,0.0001999999999999,0.000105999999999947
1954-12-11,0.53,0.0001999999999999,0.000105999999999947
1954-12-16,0.53,0.0001999999999999,0.000105999999999947
1954-12-21,0.53,0.0001999999999999,0.000105999999999947
1954-12-26,0.53,0.0001999999999999,0.000105999999999947
1954-12-31,0.53,0.0001999999999999,0.000105999999999947
1955-01-05,0.53,0.0001999999999999,0.000105999999999947
1955-01-10,0.53,0.0001999999999999,0.000105999999999947
1955-01-15,0.53,0.0001999999999999,0.000105999999999947
1955-01-20,0.53,0.0001999999999999,0.000105999999999947
1955-01-25,0.53,0.0001999999999999,0.000105999999999947
1955-01-30,0.53,0.0001999999999999,0.000105999999999947
1955-02-04,0.7,0.0001999999999999,0.00013999999999992998
1955-02-09,0.7,0.0001999999999999,0.00013999999999992998
1955-02-14,0.7,0.0001999999999999,0.00013999999999992998
1955-02-19,0.7,0.0001999999999999,0.00013999999999992998
1955-02-24,0.7,0.0001999999999999,0.00013999999999992998
1955-03-01,0.7,0.0,0.0
1955-03-06,0.7,0.9370266439430036,0.6559186507601025
1955-03-11,0.7,0.9161713496490084,0.6413199447543059
1955-03-16,0.7,0.889225784392806,0.6224580490749642
1955-03-21,0.7,0.8549898322377053,0.5984928825663937
1955-03-26,0.7,0.8124051044248047,0.5686835730973633
1955-03-31,0.7,0.7608131695210789,0.5325692186647552
1955-04-05,0.7,0.7002673811769148,0.49018716682384034
1955-04-10,0.7,0.6318124177361018,0.44226869241527117
1955-04-15,0.7,0.5576002866917077,0.3903202006841954
1955-04-20,0.7,0.4807238441660136,0.3365066909162095
1955-04-25,0.7,0.4047494234836476,0.2833245964385533
1955-04-30,0.7,0.3330803738665238,0.23315626170656664
1955-05-05,0.7,0.2683800439742322,0.18786603078196254
1955-05-10,0.7,0.2122478906161481,0.14857352343130367
1955-05-15,0.7,0.1652048701906148,0.11564340913343035
1955-05-20,0.7,0.1269087856962345,0.08883614998736415
1955-05-25,0.7,0.0964642802500554,0.06752499617503878
1955-05-30,0.7,0.0727149315837817,0.05090045210864719
1955-06-04,0.7,0.0544602055303815,0.03812214387126705
1955-06-09,0.7,0.0405876494398609,0.028411354607902627
1955-06-14,0.7,0.0301361991491851,0.02109533940442957
1955-06-19,0.7,0.0223134386990323,0.015619407089322608
1955-06-24,0.7,0.0164867930257066,0.011540755117994619
1955-06-29,0.7,0.0121627151334091,0.00851390059338637
1955-07-04,0.7,0.0089624012533215,0.006273680877325049
1955-07-09,0.7,0.0065985448877129,0.00461898142139903
1955-07-14,0.7,0.0048551073100392,0.00339857511702744
1955-07-19,0.7,0.0035706571710266,0.0024994600197186198
1955-07-24,0.7,0.0026251202566601,0.00183758417966207
1955-07-29,0.7,0.001929483793753,0.0013506386556270998
1955-08-03,0.7,0.0014179235208198,0.00099254646457386
1955-08-08,0.7,0.001041850646451,0.0007292954525156999
1955-08-13,0.7,0.0007654463320221,0.00053581243241547
1955-08-18,0.7,0.000562331158178,0.0003936318107246
1955-08-23,0.7,0.0004130913726678,0.00028916396086746
1955-08-28,0.7,0.0003034470300288,0.00021241292102016
1955-09-02,0.7,0.0001999999999999,0.00013999999999992998
1955-09-07,0.7,0.0001999999999999,0.00013999999999992998
1955-09-12,0.7,0.0001999999999999,0.00013999999999992998
1955-09-17,0.7,0.0001999999999999,0.00013999999999992998
1955-09-22,0.7,0.0001999999999999,0.00013999999999992998
1955-09-27,0.7,0.0001999999999999,0.00013999999999992998
1955-10-02,0.7,0.0001999999999999,0.00013999999999992998
1955-10-07,0.7,0.0001999999999999,0.00013999999999992998
1955-10-12,0.7,0.0001999999999999,0.00013999999999992998
1955-10-17,0.7,0.0001999999999999,0.00013999999999992998
1955-10-22,0.7,0.0001999999999999,0.00013999999999992998
1955-10-27,0.7,0.0001999999999999,0.00013999999999992998
1955-11-01,0.7,0.0001999999999999,0.00013999999999992998
1955-11-06,0.7,0.0001999999999999,0.00013999999999992998
1955-11-11,0.7,0.0001999999999999,0.00013999999999992998
1955-11-16,0.7,0.0001999999999999,0.00013999999999992998
1955-11-21,0.7,0.0001999999999999,0.00013999999999992998
1955-11-26,0.7,0.0001999999999999,0.00013999999999992998
1955-12-01,0.7,0.0001999999999999,0.00013999999999992998
1955-12-06,0.7,0.0001999999999999,0.00013999999999992998
1955-12-11,0.7,0.0001999999999999,0.00013999999999992998
1955-12-16,0.7,0.0001999999999999,0.00013999999999992998
1955-12-21,0.7,0.0001999999999999,0.00013999999999992998
1955-12-26,0.7,0.0001999999999999,0.00013999999999992998
1955-12-31,0.7,0.0001999999999999,0.00013999999999992998
1956-01-05,0.7,0.0001999999999999,0.00013999999999992998
1956-01-10,0.7,0.0001999999999999,0.00013999999999992998
1956-01-15,0.7,0.0001999999999999,0.00013999999999992998
1956-01-20,0.7,0.0001999999999999,0.00013999999999992998
1956-01-25,0.7,0.0001999999999999,0.00013999999999992998
1956-01-30,0.63,0.0001999999999999,0.000125999999999937
1956-02-04,0.63,0.0001999999999999,0.000125999999999937
1956-02-09,0.63,0.0001999999999999,0.000125999999999937
1956-02-14,0.63,0.0001999999999999,0.000125999999999937
1956-02-19,0.63,0.0001999999999999,0.000125999999999937
1956-02-24,0.63,0.0001999999999999,0.000125999999999937
1956-03-01,0.63,0.0,0.0
1956-03-06,0.63,0.9370266439430036,0.5903267856840922
1956-03-11,0.63,0.9161713496490084,0.5771879502788753
1956-03-16,0.63,0.889225784392806,0.5602122441674677
1956-03-21,0.63,0.8549898322377053,0.5386435943097544
1956-03-26,0.63,0.8124051044248047,0.511815215787627
1956-03-31,0.63,0.7608131695210789,0.47931229679827975
1956-04-05,0.63,0.7002673811769148,0.44116845014145634
1956-04-10,0.63,0.6318124177361018,0.3980418231737441
1956-04-15,0.63,0.5576002866917077,0.3512881806157758
1956-04-20,0.63,0.4807238441660136,0.3028560218245886
1956-04-25,0.63,0.4047494234836476,0.254992136794698
1956-04-30,0.63,0.3330803738665238,0.20984063553590998
1956-05-05,0.63,0.2683800439742322,0.1690794277037663
1956-05-10,0.63,0.2122478906161481,0.1337161710881733
1956-05-15,0.63,0.1652048701906148,0.10407906822008733
1956-05-20,0.63,0.1269087856962345,0.07995253498862774
1956-05-25,0.63,0.0964642802500554,0.06077249655753491
1956-05-30,0.63,0.0727149315837817,0.04581040689778247
1956-06-04,0.63,0.0544602055303815,0.03430992948414035
1956-06-09,0.63,0.0405876494398609,0.02557021914711237
1956-06-14,0.63,0.0301361991491851,0.018985805463986614
1956-06-19,0.63,0.0223134386990323,0.014057466380390349
1956-06-24,0.63,0.0164867930257066,0.010386679606195158
1956-06-29,0.63,0.0121627151334091,0.007662510534047734
1956-07-04,0.63,0.0089624012533215,0.005646312789592545
1956-07-09,0.63,0.0065985448877129,0.004157083279259127
1956-07-14,0.63,0.0048551073100392,0.003058717605324696
1956-07-19,0.63,0.0035706571710266,0.0022495140177467583
1956-07-24,0.63,0.0026251202566601,0.0016538257616958631
1956-07-29,0.63,0.001929483793753,0.00121557479006439
1956-08-03,0.63,0.0014179235208198,0.000893291818116474
1956-08-08,0.63,0.001041850646451,0.0006563659072641299
1956-08-13,0.63,0.0007654463320221,0.00048223118917392296
1956-08-18,0.63,0.000562331158178,0.00035426862965214003
1956-08-23,0.63,0.0004130913726678,0.00026024756478071397
1956-08-28,0.63,0.0003034470300288,0.000191171628918144
1956-09-02,0.63,0.0001999999999999,0.000125999999999937
1956-09-07,0.63,0.0001999999999999,0.000125999999999937
